id,name,data_id,latitude,longitude,accuracy
flickr_id,flickr,4717694502,,,16
flickr_id,flickr,4712931211,,,16
flickr_id,flickr,4712798548,,,16
flickr_id,flickr,4706642402,,,16
flickr_id,flickr,4706003039,,,16
flickr_id,flickr,4706000633,,,16
