id,name,data_id,latitude,longitude,accuracy
flickr_id,flickr,4717694502,51.508932,-0.07721,16
flickr_id,flickr,4712931211,60.397119,5.323787,16
flickr_id,flickr,4712798548,39.970912,-75.196866,16
flickr_id,flickr,4706642402,45.64773,8.809688,16
flickr_id,flickr,4706003039,45.64773,8.809688,16
flickr_id,flickr,4706000633,45.64773,8.809688,16
